text,label
I feel optimistic about my colleagues,Hopeful
the situation makes me anxious,Fear
I'm thrilled because my siblings,Joy
Nobody cares about my parents,Loneliness
I can't stand my roommate anymore!,Anger
Nobody cares about my parents,Loneliness
Wow! I didn't expect my friend,Surprise
the situation is so frustrating,Frustration
I'm so angry at my friend!,Anger
Nobody cares about my team,Loneliness
Why does my grades always happen?,Frustration
I'm so angry at my friend!,Anger
I can't handle the assignment anymore,Overwhelmed
I hope my siblings will get better,Hopeful
I really appreciate the situation,Grateful
I feel exhausted because of my school,Overwhelmed
I wish I had someone to talk to about my exams,Loneliness
I really appreciate my roommate,Grateful
my exams totally surprised me,Surprise
I feel so sad about the assignment,Sadness
Thank you my team for everything,Grateful
I can't stand the assignment anymore!,Anger
I can't stop crying because of my roommate,Sadness
my school totally surprised me,Surprise
my roommate totally surprised me,Surprise
Why does my parents always happen?,Frustration
I'm grateful for my family,Grateful
I can't stand the results anymore!,Anger
Wow! I didn't expect my school,Surprise
Thank you my project for everything,Grateful
I can't deal with my siblings,Frustration
Thank you my project for everything,Grateful
I'm grateful for my siblings,Grateful
I can't stand my future anymore!,Anger
I care so much about my life,Love
Why does my grades always make me upset?,Anger
I can't stand the results anymore!,Anger
I can't believe the situation!,Surprise
I'm grateful for my roommate,Grateful
my team means the world to me,Love
I feel nervous about my friend,Fear
I'm so angry at my parents!,Anger
I can't stop crying because of my colleagues,Sadness
Nobody cares about my friend,Loneliness
the assignment broke my heart,Sadness
Why does my future always make me upset?,Anger
I can't handle my parents anymore,Overwhelmed
my team is too much for me,Overwhelmed
my team made my day!,Joy
I care so much about the results,Love
I feel exhausted because of my school,Overwhelmed
I'm grateful for my school,Grateful
I feel so happy about my family,Joy
my roommate is too much for me,Overwhelmed
I feel so sad about my colleagues,Sadness
I feel so happy about my project,Joy
I care so much about my future,Love
I feel nervous about the assignment,Fear
I really love the assignment,Love
my colleagues is too much for me,Overwhelmed
I can't deal with my team,Frustration
I feel nervous about my siblings,Fear
I feel exhausted because of the results,Overwhelmed
my friend broke my heart,Sadness
the situation broke my heart,Sadness
I really love my life,Love
my school means the world to me,Love
I feel nervous about my life,Fear
I'm thrilled because my exams,Joy
I hope the assignment will get better,Hopeful
I hope my friend will get better,Hopeful
I'm so angry at my life!,Anger
I can't stand my siblings anymore!,Anger
I can't handle my exams anymore,Overwhelmed
I'm scared of my parents,Fear
I really appreciate the teacher,Grateful
Why does the assignment always happen?,Frustration
I can't stand my roommate anymore!,Anger
Nobody cares about my exams,Loneliness
I can't believe my colleagues!,Surprise
my siblings makes me anxious,Fear
my team is so frustrating,Frustration
Why does my team always happen?,Frustration
Wow! I didn't expect my exams,Surprise
my siblings broke my heart,Sadness
I can't believe my family!,Surprise
I feel exhausted because of my friend,Overwhelmed
my colleagues makes me anxious,Fear
my parents means the world to me,Love
I'm thrilled because the results,Joy
I feel so sad about the situation,Sadness
my school totally surprised me,Surprise
my future is too much for me,Overwhelmed
the results makes me anxious,Fear
I really love the situation,Love
my team is so frustrating,Frustration
I'm thrilled because my life,Joy
I can't stand my future anymore!,Anger
I can't deal with my family,Frustration
I care so much about the assignment,Love
I wish I had someone to talk to about my future,Loneliness
I really appreciate my team,Grateful
I can't handle my roommate anymore,Overwhelmed
Wow! I didn't expect the situation,Surprise
I really love my project,Love
I feel so alone because of my colleagues,Loneliness
Nobody cares about my exams,Loneliness
I care so much about my project,Love
I can't stand my school anymore!,Anger
my life made my day!,Joy
I feel so happy about my life,Joy
I can't stand my friend anymore!,Anger
my colleagues is so frustrating,Frustration
my roommate is so frustrating,Frustration
I can't handle the results anymore,Overwhelmed
I feel so sad about my life,Sadness
Why does my future always make me upset?,Anger
I care so much about my roommate,Love
I can't believe my life!,Surprise
I really love my family,Love
I can't stop crying because of my life,Sadness
my school means the world to me,Love
Thank you my project for everything,Grateful
I can't deal with the situation,Frustration
I'm scared of my colleagues,Fear
Why does my project always happen?,Frustration
my parents means the world to me,Love
my family totally surprised me,Surprise
Wow! I didn't expect the teacher,Surprise
my friend is so frustrating,Frustration
I'm so angry at the teacher!,Anger
the teacher is too much for me,Overwhelmed
I wish I had someone to talk to about my roommate,Loneliness
I'm so angry at my life!,Anger
I hope my life will get better,Hopeful
I can't believe my grades!,Surprise
the teacher broke my heart,Sadness
my grades made my day!,Joy
Maybe my grades will improve,Hopeful
I really love my friend,Love
Why does my colleagues always make me upset?,Anger
Why does my life always happen?,Frustration
Why does the results always make me upset?,Anger
the situation broke my heart,Sadness
my roommate makes me anxious,Fear
the situation made my day!,Joy
I can't stand my friend anymore!,Anger
I really appreciate my school,Grateful
I'm grateful for the results,Grateful
I'm so angry at my team!,Anger
I really love my siblings,Love
Wow! I didn't expect my school,Surprise
I'm scared of my family,Fear
I feel so happy about the teacher,Joy
my life totally surprised me,Surprise
the situation broke my heart,Sadness
Why does my siblings always make me upset?,Anger
Why does my life always happen?,Frustration
I feel so alone because of my exams,Loneliness
I feel so alone because of my project,Loneliness
Nobody cares about the situation,Loneliness
I feel so happy about my exams,Joy
I can't believe my family!,Surprise
I'm grateful for my family,Grateful
I'm scared of my family,Fear
I feel so sad about my family,Sadness
I really appreciate the assignment,Grateful
my siblings totally surprised me,Surprise
Thank you the teacher for everything,Grateful
the assignment totally surprised me,Surprise
my friend makes me anxious,Fear
Wow! I didn't expect my colleagues,Surprise
I really love my exams,Love
my future broke my heart,Sadness
my project means the world to me,Love
Why does the teacher always make me upset?,Anger
Thank you my family for everything,Grateful
I feel so sad about my school,Sadness
I'm so angry at my grades!,Anger
I can't stand my life anymore!,Anger
I feel exhausted because of my friend,Overwhelmed
I can't stand my future anymore!,Anger
my friend broke my heart,Sadness
I really love the assignment,Love
Thank you my school for everything,Grateful
my future is so frustrating,Frustration
I really love my friend,Love
I really appreciate my siblings,Grateful
I'm grateful for my colleagues,Grateful
my parents means the world to me,Love
the assignment totally surprised me,Surprise
my friend made my day!,Joy
my future totally surprised me,Surprise
I really love the assignment,Love
I hope my project will get better,Hopeful
I feel optimistic about my family,Hopeful
my family is too much for me,Overwhelmed
I really love my school,Love
I care so much about the assignment,Love
I feel so happy about my life,Joy
I'm thrilled because the results,Joy
my parents makes me anxious,Fear
my roommate is too much for me,Overwhelmed
I feel so alone because of the assignment,Loneliness
Why does my family always happen?,Frustration
Thank you the results for everything,Grateful
I can't believe my friend!,Surprise
I wish I had someone to talk to about my project,Loneliness
my team makes me anxious,Fear
I hope the teacher will get better,Hopeful
I feel so sad about my roommate,Sadness
my team makes me anxious,Fear
I really appreciate my grades,Grateful
Wow! I didn't expect my team,Surprise
I can't stop crying because of my parents,Sadness
I'm thrilled because my exams,Joy
Maybe my team will improve,Hopeful
the assignment broke my heart,Sadness
I care so much about my team,Love
I can't deal with my life,Frustration
my life is too much for me,Overwhelmed
the teacher makes me anxious,Fear
I care so much about my exams,Love
I'm so angry at my friend!,Anger
I'm grateful for my parents,Grateful
Maybe my project will improve,Hopeful
I'm grateful for my exams,Grateful
I'm grateful for the teacher,Grateful
I can't handle my grades anymore,Overwhelmed
I'm grateful for my grades,Grateful
I feel so alone because of my colleagues,Loneliness
I'm so angry at my family!,Anger
the teacher means the world to me,Love
I feel so sad about my life,Sadness
my friend totally surprised me,Surprise
I feel so happy about the results,Joy
I feel exhausted because of the results,Overwhelmed
I can't deal with the teacher,Frustration
I feel nervous about my school,Fear
I'm so angry at my project!,Anger
the teacher makes me anxious,Fear
I really appreciate my team,Grateful
Maybe my friend will improve,Hopeful
I feel exhausted because of my team,Overwhelmed
Wow! I didn't expect my roommate,Surprise
Wow! I didn't expect my school,Surprise
I'm grateful for my colleagues,Grateful
the situation is too much for me,Overwhelmed
I really appreciate my school,Grateful
Thank you the teacher for everything,Grateful
I'm so angry at my life!,Anger
I'm so angry at my colleagues!,Anger
my colleagues totally surprised me,Surprise
I can't deal with my school,Frustration
Why does my exams always happen?,Frustration
I really appreciate my roommate,Grateful
my family totally surprised me,Surprise
I really appreciate my life,Grateful
Maybe my parents will improve,Hopeful
I care so much about my parents,Love
my friend makes me anxious,Fear
I'm grateful for my school,Grateful
I feel exhausted because of my exams,Overwhelmed
Maybe my roommate will improve,Hopeful
I feel optimistic about the situation,Hopeful
I feel so alone because of the assignment,Loneliness
I can't stop crying because of my project,Sadness
Wow! I didn't expect the situation,Surprise
I can't stop crying because of my siblings,Sadness
my project is too much for me,Overwhelmed
my siblings makes me anxious,Fear
I can't handle my life anymore,Overwhelmed
Why does my friend always make me upset?,Anger
my friend totally surprised me,Surprise
I can't stand my family anymore!,Anger
I feel optimistic about my future,Hopeful
I can't handle my friend anymore,Overwhelmed
my friend makes me anxious,Fear
I can't handle my family anymore,Overwhelmed
I feel so sad about the situation,Sadness
I feel optimistic about the situation,Hopeful
I'm grateful for my life,Grateful
my colleagues totally surprised me,Surprise
I feel nervous about my roommate,Fear
I'm scared of my parents,Fear
I care so much about my school,Love
Nobody cares about the assignment,Loneliness
Maybe my project will improve,Hopeful
Nobody cares about the results,Loneliness
Why does the situation always make me upset?,Anger
my team totally surprised me,Surprise
my grades is so frustrating,Frustration
I feel optimistic about my life,Hopeful
Why does my roommate always happen?,Frustration
Why does my colleagues always make me upset?,Anger
Nobody cares about my parents,Loneliness
I can't handle my future anymore,Overwhelmed
I care so much about the situation,Love
Wow! I didn't expect my siblings,Surprise
I really love my siblings,Love
Nobody cares about my friend,Loneliness
I hope my grades will get better,Hopeful
Nobody cares about my friend,Loneliness
I can't believe the situation!,Surprise
I feel nervous about my roommate,Fear
Why does my friend always happen?,Frustration
the results totally surprised me,Surprise
my project is too much for me,Overwhelmed
I feel optimistic about the assignment,Hopeful
my project means the world to me,Love
I can't handle my roommate anymore,Overwhelmed
Maybe the assignment will improve,Hopeful
I feel optimistic about my exams,Hopeful
I can't deal with the teacher,Frustration
I can't believe my grades!,Surprise
the assignment is too much for me,Overwhelmed
I feel so happy about my siblings,Joy
I care so much about my grades,Love
I feel optimistic about my family,Hopeful
I hope the assignment will get better,Hopeful
Maybe my roommate will improve,Hopeful
I can't handle my future anymore,Overwhelmed
I'm so angry at my exams!,Anger
Thank you the results for everything,Grateful
the teacher broke my heart,Sadness
I really love my roommate,Love
I can't stop crying because of my colleagues,Sadness
my life makes me anxious,Fear
my friend means the world to me,Love
my team totally surprised me,Surprise
I care so much about my grades,Love
the assignment is too much for me,Overwhelmed
I can't believe my family!,Surprise
Maybe the situation will improve,Hopeful
my project made my day!,Joy
Thank you my roommate for everything,Grateful
I'm so angry at my team!,Anger
I feel so alone because of my exams,Loneliness
Why does my exams always make me upset?,Anger
my parents makes me anxious,Fear
Thank you my siblings for everything,Grateful
I feel optimistic about my life,Hopeful
I'm grateful for my school,Grateful
I can't stand my friend anymore!,Anger
the teacher totally surprised me,Surprise
I feel exhausted because of the teacher,Overwhelmed
I feel so happy about my colleagues,Joy
I feel so sad about my project,Sadness
the assignment made my day!,Joy
I really love the assignment,Love
Why does my friend always make me upset?,Anger
I feel so alone because of my friend,Loneliness
I can't handle the assignment anymore,Overwhelmed
I feel so alone because of my colleagues,Loneliness
I really appreciate my parents,Grateful
Why does my friend always make me upset?,Anger
Maybe my friend will improve,Hopeful
I feel nervous about my project,Fear
I feel exhausted because of my exams,Overwhelmed
Maybe my team will improve,Hopeful
I can't deal with my grades,Frustration
my project made my day!,Joy
I'm so angry at my friend!,Anger
I'm scared of my grades,Fear
I wish I had someone to talk to about my team,Loneliness
I can't handle my colleagues anymore,Overwhelmed
the teacher is so frustrating,Frustration
Why does my grades always make me upset?,Anger
Nobody cares about my roommate,Loneliness
Nobody cares about my parents,Loneliness
Nobody cares about my team,Loneliness
Wow! I didn't expect my family,Surprise
my exams made my day!,Joy
my project is too much for me,Overwhelmed
I'm thrilled because my exams,Joy
my parents makes me anxious,Fear
I'm grateful for the teacher,Grateful
I wish I had someone to talk to about the situation,Loneliness
I can't deal with the assignment,Frustration
Wow! I didn't expect my project,Surprise
I'm scared of my friend,Fear
I really love my school,Love
I can't handle my family anymore,Overwhelmed
Nobody cares about my team,Loneliness
I'm scared of my grades,Fear
Wow! I didn't expect my life,Surprise
I can't handle my colleagues anymore,Overwhelmed
Why does my roommate always make me upset?,Anger
I feel so alone because of my exams,Loneliness
I'm grateful for my life,Grateful
Why does my friend always make me upset?,Anger
the teacher makes me anxious,Fear
Why does the results always make me upset?,Anger
Why does my school always make me upset?,Anger
my project makes me anxious,Fear
I can't handle my roommate anymore,Overwhelmed
my team totally surprised me,Surprise
I'm scared of my parents,Fear
I feel exhausted because of my life,Overwhelmed
I'm scared of my project,Fear
my grades is too much for me,Overwhelmed
I'm grateful for the teacher,Grateful
my grades is too much for me,Overwhelmed
I feel exhausted because of my exams,Overwhelmed
the assignment is too much for me,Overwhelmed
I hope my friend will get better,Hopeful
I feel so alone because of the situation,Loneliness
Nobody cares about my family,Loneliness
Why does my family always make me upset?,Anger
Wow! I didn't expect my friend,Surprise
I really love my friend,Love
I feel so happy about the teacher,Joy
Why does my school always make me upset?,Anger
my grades makes me anxious,Fear
Why does my project always happen?,Frustration
I feel exhausted because of my roommate,Overwhelmed
I can't handle my family anymore,Overwhelmed
I wish I had someone to talk to about my colleagues,Loneliness
I can't stand my exams anymore!,Anger
I feel optimistic about my grades,Hopeful
my future broke my heart,Sadness
I can't stand my team anymore!,Anger
my project is so frustrating,Frustration
I care so much about my exams,Love
Nobody cares about the assignment,Loneliness
I can't stop crying because of the results,Sadness
my family makes me anxious,Fear
I can't stand my school anymore!,Anger
I wish I had someone to talk to about my team,Loneliness
I feel so happy about the teacher,Joy
I feel so happy about my school,Joy
I feel optimistic about my future,Hopeful
I really appreciate my life,Grateful
my siblings broke my heart,Sadness
I feel so alone because of my roommate,Loneliness
I feel optimistic about my colleagues,Hopeful
my parents is so frustrating,Frustration
I feel nervous about my life,Fear
the teacher makes me anxious,Fear
I can't stand my grades anymore!,Anger
I can't deal with my grades,Frustration
I feel nervous about my school,Fear
I'm thrilled because my grades,Joy
I wish I had someone to talk to about my siblings,Loneliness
I can't believe my parents!,Surprise
my friend makes me anxious,Fear
my parents is so frustrating,Frustration
I feel so alone because of the results,Loneliness
I feel so happy about my grades,Joy
my grades makes me anxious,Fear
I can't stop crying because of my family,Sadness
I'm so angry at my roommate!,Anger
I can't stop crying because of my siblings,Sadness
Nobody cares about my grades,Loneliness
I feel so alone because of my future,Loneliness
I can't stop crying because of my school,Sadness
I'm thrilled because my future,Joy
my future is too much for me,Overwhelmed
I really appreciate my future,Grateful
I care so much about the situation,Love
I feel so alone because of my project,Loneliness
I can't believe my parents!,Surprise
I feel so sad about my future,Sadness
I feel exhausted because of the assignment,Overwhelmed
I'm grateful for my roommate,Grateful
I hope the situation will get better,Hopeful
I feel so happy about my friend,Joy
I feel so sad about the assignment,Sadness
I can't stand the results anymore!,Anger
I really love my team,Love
the results broke my heart,Sadness
I can't stop crying because of the results,Sadness
the results made my day!,Joy
I can't believe the teacher!,Surprise
I feel nervous about my future,Fear
Maybe my roommate will improve,Hopeful
my parents is so frustrating,Frustration
Maybe my parents will improve,Hopeful
I feel optimistic about my grades,Hopeful
I feel nervous about my exams,Fear
I can't believe my grades!,Surprise
I really love my school,Love
Nobody cares about my siblings,Loneliness
my exams makes me anxious,Fear
Why does my parents always happen?,Frustration
I care so much about the teacher,Love
my roommate is too much for me,Overwhelmed
I really love the teacher,Love
my parents means the world to me,Love
I can't stop crying because of my friend,Sadness
my siblings is so frustrating,Frustration
I feel optimistic about my grades,Hopeful
I feel optimistic about the teacher,Hopeful
I care so much about my family,Love
I'm so angry at my grades!,Anger
Why does the situation always happen?,Frustration
I feel nervous about the situation,Fear
I can't stand my friend anymore!,Anger
Maybe the teacher will improve,Hopeful
I'm scared of my friend,Fear
I feel so sad about my grades,Sadness
Wow! I didn't expect the teacher,Surprise
I can't stand my siblings anymore!,Anger
I'm scared of my life,Fear
my family made my day!,Joy
my school broke my heart,Sadness
I feel exhausted because of my parents,Overwhelmed
I really love my exams,Love
I feel so sad about my grades,Sadness
I really appreciate my roommate,Grateful
I feel so sad about my future,Sadness
the assignment means the world to me,Love
Nobody cares about the assignment,Loneliness
Why does my roommate always make me upset?,Anger
I care so much about the assignment,Love
Why does the situation always make me upset?,Anger
I feel so alone because of my exams,Loneliness
my colleagues is too much for me,Overwhelmed
Why does my project always make me upset?,Anger
I'm scared of the situation,Fear
I feel optimistic about my future,Hopeful
I care so much about my project,Love
I'm scared of my grades,Fear
I hope the results will get better,Hopeful
I can't handle my friend anymore,Overwhelmed
my colleagues broke my heart,Sadness
my school broke my heart,Sadness
Thank you my exams for everything,Grateful
I'm grateful for my parents,Grateful
I feel so sad about my siblings,Sadness
my exams makes me anxious,Fear
I'm scared of my grades,Fear
I can't deal with my parents,Frustration
I really love my colleagues,Love
I feel nervous about my grades,Fear
the assignment makes me anxious,Fear
I feel so happy about my roommate,Joy
the assignment totally surprised me,Surprise
I'm scared of my parents,Fear
I'm thrilled because the assignment,Joy
my family is so frustrating,Frustration
Wow! I didn't expect my colleagues,Surprise
I hope my siblings will get better,Hopeful
I feel so alone because of the assignment,Loneliness
I really love my future,Love
my exams is so frustrating,Frustration
I care so much about the results,Love
I care so much about my colleagues,Love
I really appreciate the teacher,Grateful
I'm thrilled because my colleagues,Joy
I'm so angry at my grades!,Anger
my life totally surprised me,Surprise
Why does the teacher always make me upset?,Anger
I really appreciate my roommate,Grateful
Thank you my project for everything,Grateful
I'm so angry at my life!,Anger
I really appreciate my grades,Grateful
I can't deal with the situation,Frustration
my team broke my heart,Sadness
I wish I had someone to talk to about my friend,Loneliness
I'm grateful for my grades,Grateful
my project totally surprised me,Surprise
I wish I had someone to talk to about my future,Loneliness
my siblings totally surprised me,Surprise
my team made my day!,Joy
Nobody cares about my future,Loneliness
I can't believe my grades!,Surprise
Maybe my project will improve,Hopeful
I care so much about my team,Love
I wish I had someone to talk to about my friend,Loneliness
I'm thrilled because my life,Joy
Wow! I didn't expect the results,Surprise
I'm grateful for my friend,Grateful
the assignment is so frustrating,Frustration
I care so much about the assignment,Love
my project means the world to me,Love
I can't stand my roommate anymore!,Anger
my siblings is too much for me,Overwhelmed
I really appreciate my siblings,Grateful
I'm grateful for my family,Grateful
I hope my family will get better,Hopeful
I feel optimistic about the assignment,Hopeful
I feel so sad about my future,Sadness
I wish I had someone to talk to about my future,Loneliness
I feel nervous about my colleagues,Fear
I feel nervous about my colleagues,Fear
my parents makes me anxious,Fear
I hope the situation will get better,Hopeful
Why does my friend always happen?,Frustration
I can't believe my friend!,Surprise
I feel so alone because of my life,Loneliness
Wow! I didn't expect my siblings,Surprise
my future makes me anxious,Fear
I really appreciate the teacher,Grateful
my colleagues makes me anxious,Fear
I feel exhausted because of my roommate,Overwhelmed
I care so much about the results,Love
I really love my roommate,Love
my roommate broke my heart,Sadness
my family broke my heart,Sadness
I'm scared of the assignment,Fear
Why does the situation always make me upset?,Anger
my grades broke my heart,Sadness
I can't deal with my exams,Frustration
Maybe my roommate will improve,Hopeful
my family is so frustrating,Frustration
I care so much about my roommate,Love
I can't stand my siblings anymore!,Anger
I'm grateful for my siblings,Grateful
my school broke my heart,Sadness
I can't believe my project!,Surprise
I can't handle my friend anymore,Overwhelmed
the assignment totally surprised me,Surprise
I really love my parents,Love
I can't deal with the assignment,Frustration
my project makes me anxious,Fear
my family made my day!,Joy
I'm grateful for my grades,Grateful
I'm so angry at the assignment!,Anger
Thank you my siblings for everything,Grateful
I'm so angry at my parents!,Anger
I feel so happy about the results,Joy
my roommate is so frustrating,Frustration
I care so much about the results,Love
my siblings means the world to me,Love
Thank you the assignment for everything,Grateful
I care so much about my project,Love
I feel so sad about the assignment,Sadness
I feel exhausted because of my family,Overwhelmed
Why does my school always make me upset?,Anger
I can't stop crying because of my project,Sadness
I feel so happy about my siblings,Joy
I hope my friend will get better,Hopeful
Why does my grades always happen?,Frustration
Maybe my future will improve,Hopeful
I can't stop crying because of my team,Sadness
my siblings is so frustrating,Frustration
my project made my day!,Joy
I'm thrilled because my project,Joy
my team means the world to me,Love
my parents means the world to me,Love
I'm grateful for my exams,Grateful
my exams broke my heart,Sadness
I feel so happy about the assignment,Joy
I feel optimistic about the assignment,Hopeful
I can't stop crying because of my project,Sadness
I can't believe the situation!,Surprise
my project makes me anxious,Fear
I wish I had someone to talk to about my roommate,Loneliness
my grades is so frustrating,Frustration
I'm thrilled because the teacher,Joy
I'm thrilled because my family,Joy
I feel so sad about my friend,Sadness
the assignment is so frustrating,Frustration
Maybe my project will improve,Hopeful
my family means the world to me,Love
I feel exhausted because of the assignment,Overwhelmed
I feel nervous about my parents,Fear
I feel optimistic about my parents,Hopeful
I'm grateful for my roommate,Grateful
Maybe my project will improve,Hopeful
the assignment makes me anxious,Fear
Wow! I didn't expect the situation,Surprise
I feel exhausted because of my family,Overwhelmed
I can't handle the results anymore,Overwhelmed
I feel optimistic about my parents,Hopeful
Maybe my family will improve,Hopeful
Why does the results always make me upset?,Anger
my school is too much for me,Overwhelmed
I feel so sad about the assignment,Sadness
my family makes me anxious,Fear
my life totally surprised me,Surprise
the situation is too much for me,Overwhelmed
I feel so sad about my exams,Sadness
I really appreciate my family,Grateful
Why does the results always happen?,Frustration
my friend broke my heart,Sadness
my life is too much for me,Overwhelmed
I feel exhausted because of my exams,Overwhelmed
I can't handle the situation anymore,Overwhelmed
I can't stand the results anymore!,Anger
I feel nervous about my future,Fear
the assignment is too much for me,Overwhelmed
my family means the world to me,Love
I can't handle the teacher anymore,Overwhelmed
I'm scared of my project,Fear
I feel so alone because of my future,Loneliness
my family totally surprised me,Surprise
I feel optimistic about my colleagues,Hopeful
Maybe the assignment will improve,Hopeful
I'm so angry at my exams!,Anger
Why does my family always make me upset?,Anger
I'm grateful for my friend,Grateful
my life makes me anxious,Fear
I feel nervous about the assignment,Fear
my grades means the world to me,Love
I wish I had someone to talk to about my roommate,Loneliness
I can't stop crying because of my roommate,Sadness
my colleagues totally surprised me,Surprise
I feel so happy about the assignment,Joy
I can't handle my school anymore,Overwhelmed
I'm thrilled because my siblings,Joy
I feel optimistic about the results,Hopeful
my family made my day!,Joy
Maybe my family will improve,Hopeful
I feel exhausted because of my exams,Overwhelmed
I feel so alone because of my exams,Loneliness
I feel exhausted because of my school,Overwhelmed
I feel exhausted because of my exams,Overwhelmed
I feel so sad about the assignment,Sadness
my parents made my day!,Joy
I really appreciate my exams,Grateful
I can't deal with my future,Frustration
I'm grateful for my exams,Grateful
the situation is so frustrating,Frustration
I'm thrilled because my siblings,Joy
Thank you my family for everything,Grateful
I hope my school will get better,Hopeful
my team is too much for me,Overwhelmed
I care so much about my colleagues,Love
I really love the assignment,Love
my grades is so frustrating,Frustration
my roommate totally surprised me,Surprise
I can't handle my grades anymore,Overwhelmed
I hope my parents will get better,Hopeful
I'm grateful for my friend,Grateful
my project is too much for me,Overwhelmed
I care so much about my project,Love
I hope my roommate will get better,Hopeful
Maybe my grades will improve,Hopeful
I'm scared of my future,Fear
I really love my parents,Love
I feel so alone because of my family,Loneliness
I can't stop crying because of my exams,Sadness
I hope my colleagues will get better,Hopeful
Maybe my project will improve,Hopeful
I feel so sad about my grades,Sadness
I feel nervous about the teacher,Fear
I feel so sad about my life,Sadness
I feel exhausted because of my family,Overwhelmed
I feel exhausted because of my project,Overwhelmed
I'm so angry at my grades!,Anger
my future is so frustrating,Frustration
I feel nervous about my colleagues,Fear
I feel so sad about my project,Sadness
my future is so frustrating,Frustration
the assignment made my day!,Joy
I feel optimistic about my life,Hopeful
I feel exhausted because of my grades,Overwhelmed
the results made my day!,Joy
I'm so angry at my colleagues!,Anger
Thank you my roommate for everything,Grateful
I can't handle my exams anymore,Overwhelmed
I'm so angry at my project!,Anger
I really love my grades,Love
Why does my team always happen?,Frustration
Thank you my life for everything,Grateful
the results broke my heart,Sadness
Wow! I didn't expect the situation,Surprise
I'm scared of my grades,Fear
I hope my siblings will get better,Hopeful
I really appreciate the teacher,Grateful
Why does my roommate always make me upset?,Anger
I wish I had someone to talk to about the situation,Loneliness
I can't believe the assignment!,Surprise
I'm so angry at the results!,Anger
Nobody cares about the assignment,Loneliness
I care so much about my parents,Love
I'm thrilled because my grades,Joy
I really love my siblings,Love
I hope the situation will get better,Hopeful
I wish I had someone to talk to about the teacher,Loneliness
I feel optimistic about the situation,Hopeful
Nobody cares about my siblings,Loneliness
I can't believe my life!,Surprise
I can't believe my siblings!,Surprise
I wish I had someone to talk to about my colleagues,Loneliness
I feel so sad about my parents,Sadness
I care so much about my life,Love
my colleagues broke my heart,Sadness
my family makes me anxious,Fear
I can't handle the situation anymore,Overwhelmed
I care so much about my friend,Love
I feel so sad about my team,Sadness
I'm scared of my family,Fear
I wish I had someone to talk to about my grades,Loneliness
I hope the teacher will get better,Hopeful
I feel exhausted because of my siblings,Overwhelmed
Why does my exams always happen?,Frustration
Thank you my colleagues for everything,Grateful
I'm scared of my friend,Fear
I wish I had someone to talk to about my school,Loneliness
I wish I had someone to talk to about the results,Loneliness
my exams means the world to me,Love
I wish I had someone to talk to about my team,Loneliness
I can't handle the assignment anymore,Overwhelmed
I feel optimistic about my project,Hopeful
I hope the assignment will get better,Hopeful
my project totally surprised me,Surprise
Why does my exams always happen?,Frustration
I care so much about my team,Love
I feel exhausted because of my friend,Overwhelmed
I'm so angry at my roommate!,Anger
I can't deal with my life,Frustration
my future made my day!,Joy
my grades is so frustrating,Frustration
Thank you my siblings for everything,Grateful
I feel exhausted because of my life,Overwhelmed
the teacher is too much for me,Overwhelmed
I can't believe the teacher!,Surprise
I feel so alone because of my roommate,Loneliness
I wish I had someone to talk to about my family,Loneliness
Nobody cares about the assignment,Loneliness
I'm grateful for my school,Grateful
Wow! I didn't expect my school,Surprise
I'm scared of my project,Fear
my friend is so frustrating,Frustration
I feel so alone because of my team,Loneliness
I feel so happy about my grades,Joy
I'm grateful for my school,Grateful
I can't believe my project!,Surprise
I really love my colleagues,Love
I feel nervous about my grades,Fear
I feel optimistic about my future,Hopeful
my colleagues made my day!,Joy
my colleagues is too much for me,Overwhelmed
Why does my parents always happen?,Frustration
Why does the assignment always make me upset?,Anger
I'm scared of my parents,Fear
I can't stop crying because of my roommate,Sadness
Why does my parents always make me upset?,Anger
Nobody cares about my team,Loneliness
I can't stop crying because of my school,Sadness
Nobody cares about my family,Loneliness
the results is too much for me,Overwhelmed
I feel so happy about my roommate,Joy
I can't stop crying because of my grades,Sadness
I can't handle my friend anymore,Overwhelmed
I feel so happy about the teacher,Joy
I feel optimistic about my life,Hopeful
I'm so angry at my grades!,Anger
Why does my family always happen?,Frustration
my colleagues is so frustrating,Frustration
Wow! I didn't expect the results,Surprise
my future totally surprised me,Surprise
the situation makes me anxious,Fear
Why does my life always happen?,Frustration
Nobody cares about my siblings,Loneliness
I wish I had someone to talk to about my friend,Loneliness
I hope my colleagues will get better,Hopeful
Wow! I didn't expect my life,Surprise
I really love the assignment,Love
I'm grateful for my school,Grateful
I feel optimistic about the situation,Hopeful
I feel so alone because of my parents,Loneliness
Nobody cares about my colleagues,Loneliness
Thank you the situation for everything,Grateful
I feel so alone because of my future,Loneliness
I hope my grades will get better,Hopeful
I care so much about my family,Love
my friend is too much for me,Overwhelmed
I feel nervous about my friend,Fear
I really appreciate my exams,Grateful
I'm scared of the teacher,Fear
I feel nervous about my roommate,Fear
I can't handle my future anymore,Overwhelmed
Thank you the assignment for everything,Grateful
Thank you the situation for everything,Grateful
the teacher totally surprised me,Surprise
I care so much about my project,Love
I'm grateful for the results,Grateful
I feel so alone because of my life,Loneliness
Wow! I didn't expect the teacher,Surprise
my project makes me anxious,Fear
I'm grateful for my project,Grateful
Nobody cares about my roommate,Loneliness
the assignment made my day!,Joy
I wish I had someone to talk to about my siblings,Loneliness
my life is so frustrating,Frustration
